gender,age_range,city_name,state_name,country_name,user_count,subject,description,link,image_link,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10
male,25-34,San Diego,California,United States,3,JAW-DROPPING FORTNITE MOMENTS,Jawlifting*,https://youtu.be/Zy2ickszeKk,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/e6a742f5-662a-49cd-b435-0c17729cdfca_1630477841693_a89e75de_b2a3_453d_a089_5b532ad8b9b7.jpg,trolling,FORTNITE,voice,try,singing,satire,royal,not,MOMENTS,laugh
male,18-24,San Diego,California,United States,1,"Logic - 1-800-273-8255 ft. Alessia Cara, Khalid",One of Logic's best tracks yet. ,https://www.youtube.com/watch?v=Kb24RrHIbFk,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/117b8cf7-9216-4e6c-8d80-38f1063fe7da_1630473682629_9667a5e9_5db1_4d52_a345_26d77cc8fbe4.jpg,white,song,Recordings,rapper,rap,ogic,music video,music,logic,khalid
male,25-34,San Diego,California,United States,1,Bates Nut Farm | Pumpkin Patch,The best pumpkin patch in SD. So much to do!,https://batesnutfarm.biz/ce-12909-the-2018-pumpkin-patch.html,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/834a5f1f-9b29-4dff-a5ec-628317c12fdd_1630475911490_e7bcbb92_4ad7_428e_97d5_68f1ce6fbfd6.jpg,Pumpkin,Family,Cute,Things,Straw,So,Rural,Real,Pumpkins,Patches m
male,18-24,San Diego,California,United States,1,Having Kids - Paul Graham,"“I remember perfectly well what life was like before. Well enough to miss some things a lot, like the ability to take off for some other country at a moment’s notice. That was so great. Why did I never do that? … See what I did there? The fact is, most of the freedom I had before kids, I never used. I paid for it in loneliness, but I never used it.”",http://paulgraham.com/kids.html,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/024b4480-8f60-4290-a531-a386d3f6bddb_1630473389129_856e0e09_ef26_4ac5_945e_959c720470c6.jpg,perspective,short read,life,interesting,family,blog,mindset,growth,Well written,Paul graham
female,25-34,San Diego,California,United States,1,The Subtle Art of Not Giving a F*ck by Mark Manson,"Unique read in the self-improvement genre. Takes a very different approach from many others I've read and really gets at the core of what is, and isn't, worth caring for in life",https://www.amazon.com/Subtle-Art-Not-Giving-Counterintuitive/dp/0062457713,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/1ea5da49-669c-4c7d-836d-1055b611aa69_1630473936255_84a4061d_31bb_4030_82f1_c2af65b7746c.jpg,Counterintuitive,Books,Non-Fiction,Motivational & Inspirational,Inspirational,SELF-HELP / Personal Growth / Success,Self-Help,Self Help,Personal Guidance,Personal Growth - Happiness
female,18-24,Los Angeles,California,United States,1,Skin Habit: Facials,Great (and affordable) facial place in San Diego. Staff is super friendly and so helpful. My skin has never been better.,https://skin-habit.com/services/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/7a4f526d-4bd2-44bd-a29c-cb710a738bef_1630475725174_cb89bab8_1e49_4989_9429_19384d3ce2e5.jpg,skin,facials,anti-aging,,,,,,,
male,18-24,San Diego,California,United States,1,Ab-Soul - Moscato feat. Kendrick Lamar,Late night,https://www.youtube.com/watch?v=vqrWD2xboXI,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/cf8a0f43-d790-48be-8996-6fb13126b20d_1630477396749_364b1e0a_0be9_4e3b_93dc_714345abfd09.jpg,smooth,Tree Music,TDE,Rap,Moscato,Lamar,Kendrick Lamar (Musical Artist,Kendrick,f,Ab-Soul (Musical Artist
male,25-34,San Diego,California,United States,1,Higher Brothers - Won't Believe feat. ScHoolboy Q,goes hard,https://www.youtube.com/watch?v=Bw9iXFXK2Es,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/7c647195-3cc2-4892-b96b-cf042fe76a6c_1630475766865_454b26f4_3da4_4537_b7e0_895e13a3ff34.jpg,turnt,rap,hype,swaggy,hip hop,party,hard rap,music,higher brothers,88rising
male,18-24,San Diego,California,United States,3,Jewelry - DJ Stadium,Absolute fire. Turning up to this tonight,https://open.spotify.com/track/25fEK4DuevQJF0WVmAxTsr,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/81ec8182-8fa4-4b1b-9c45-69cb729da160_1630475881770_9638c713_f7f3_49d9_8dfb_5304d3f981fa.jpg,workout,turn up,workout songs,party music,hype music,pump up,ghetto,banger,workout music,ignorant
non-binary,25-34,Baltimore,Maryland,United States,1,"Get a Life, Chloe Brown (The Brown Sisters, #1)","This is the first book in a trilogy about the Brown sisters. This book follows chronically ill Chloe, who decides to live her life in a bigger way after a brush with death. ",https://www.goodreads.com/book/show/43884209-get-a-life-chloe-brown,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/c30f30da-f063-47c4-a97b-9cbdd5e7bce9_1630477167661_925cb656_2fe8_4844_badb_b7a433a60a30.jpg,romance,books,book,,,,,,,
male,25-34,San Diego,California,United States,1,LA Priest - Beginning (Official Video),I have an obsession with weird music,https://www.youtube.com/watch?v=GZefdoETt9s&ab_channel=LAPriestVEVO,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/d24ac198-39c2-4f25-995f-2234363b5a91_1630477445192_f582820b_1184_4ed6_9748_426fba5b4748.jpg,weird,Video,unique music,Unique,Priest,Offbeat,music,LA Priest What Moves,LA Priest Soft Hair,LA Priest OINO
female,25-34,San Diego,California,United States,1,Joe Rogan Experience #1309 - Naval Ravikant,I'm on a Naval kick right now but this has got to be up there with the best JREs. He is a living example of how mindfulness and peace can (and should) always coexist with business and financial endeavors.,https://www.youtube.com/watch?v=3qHkcs3kG44,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/d868bd63-f915-4460-9744-e4e01be5297a_1630477562323_2adf0377_7bcb_4506_ac25_fca9594f9fec.png,wealth,thought provoking,success,socialism,self improvement,self help,reading,practical,Powerful,podcast
male,25-34,San Diego,California,United States,2,Matoma & Brando - The Bender (Party Pupils Remix),This remix is really good,https://www.youtube.com/watch?v=d_5u8CIkwQw,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/3f9654e9-b809-42eb-992d-2369445cde9c_1630504614344_a1e2a605_1914_4fa8_bfd1_84c3d7d346b1.jpg,house,fun,dance,sexy,Remix,party music,happy,Pupils,piano,party pupils remix
male,25-34,San Diego,California,United States,1,I Will Not Let An Exam Result Decide My Fate||Spoken Word,A controversial and interesting spoken word poetry piece. ,https://www.youtube.com/watch?v=D-eVF_G_p-Y,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/1ef0b0cf-7418-4a8f-9cca-2700085e5338_1630473941633_f93dedf0_5e1b_46c8_a69e_0d1d033e64fc.jpg,motivational,spoken word,inspirational,fate,emotional,youth rebeillion,youth,Word,Will,uosb
female,25-34,San Diego,California,United States,1,Original Coffee Scrub | Frank Body,Best body scrub out there!!! No explanation needed just go try it for yourself,https://www.frankbody.com/us/products/original-coffee-scrub/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/2759bc72-8cdb-420b-aef1-33082f937cfa_1630474105064_cda644a4_2e1c_48a6_94f3_8b15d1c70c8f.jpg,skin care,Coffee,Beauty products,Youthful skin,Women’s body wash,Women’s beauty products,Tighten,Stretch marks,Soft,skin care product
male,25-34,San Diego,California,United States,2,Anti Up - Concentrate (Official Audio),That energy ,https://youtu.be/9kOPTp3Z08Q,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/567e8e12-ff0e-4b68-a580-00d58fd4a842_1630475021196_56224ad0_a61b_4ff3_bcbc_badb53737b1d.jpg,tech,hype,house,dance,Tomorrowland,music,EDC,Dance Music,Creamfields,Concentrate
female,25-34,San Diego,California,United States,1,Look Alive - BlocBoy JB & Drake,Holy shit this song bangs,https://www.youtube.com/watch?v=NV-3s2wwC8c,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/70bb3ce8-b6ee-490d-9cba-028db8fb242e_1630475532076_60d742a7_3d3b_45a9_9126_e37f2b42294b.gif,music,DRAKE,BLOCBOY JB,YOO ALI,Video,TAY KEITH,Tay,Shot,Prod,OVO
male,25-34,San Diego,California,United States,11,Nicolai Toma & Marlon Hoffstadt - Watchin You (Original Mix),Funky drop. Fun dance song.,https://www.youtube.com/watch?v=WfsBqfX3gN0,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/7042f93c-e2c5-472a-8a27-6357acdb4d93_1630475521284_9286b0aa_ada5_4239_8ca5_16de99b76bf4.jpg,summer,music,melodic,house,future,Watchin,uk,Toma,selectedbase,selected
female,25-34,San Diego,California,United States,4,ScHoolboy Q - Hands On The Wheel Feat A$AP Rocky (Official Video),,https://www.youtube.com/watch?v=dGd9DTTrX4U,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/64bedca0-5b09-43fa-a344-70d97c0206d8_1630475290162_b46df192_02e6_425d_a5af_45d4329750fd.jpg,hype,ghetto,turnt,rap,party,hop,hip,hands,fire,wheel
male,18-24,San Diego,California,United States,1,Bas - Tribe with J.Cole,Down with this beat. Chill song,https://www.youtube.com/watch?v=OA8aw07dpg0,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/6cddd96f-5902-4a69-a6eb-d570ec5e2bf2_1630475451179_1a49ac97_aac8_4a52_bf06_f0048769456d.jpg,Tribe,Bas,Rap,mood,J.Cole,j cole’s verse ?,J,hip hop,DreamVille,Cole
female,18-24,Saint Paul,Minnesota,United States,1,Kendrick Lamar,"The best rapper, in my opinion. His album 'DAMN' won a Pulitzer Prize, the first hip-hop album to do so.",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/86f183a3-4ced-43e0-b820-cca476546d57_1630475977654_fa1e99f9_2bc1_471a_ba74_a1f615da78fa.jpg,rap,Kendrick lamar,hiphop,Top Dawg Entertainment,music,,,,,
female,18-24,Los Angeles,California,United States,1,Active Culture l San Clemente,Amazing health food hub in San Clemente. It’s based around bowls and smoothies. Their naked coconut shake is a staple.,http://activeculturecafe.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/2e26521b-fff1-4a36-89b1-1a92693cf3fb_1630474249666_5ea99727_8a24_4a88_9c88_5e0d35b71c51.jpg,San Clemente ,restaurant ,orange county,lunch,healthy,health food,food,breakfast,,
male,25-34,Cathedral City,California,United States,1,Starboy Regulator - The Weeknd | Warren G | Nate Dogg | Daft Punk | rickyBE Mashup,Whatever madman made this needs to be put on immediately,https://youtu.be/oJtdctN9Dk8,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/9461a98d-1a4e-4336-8748-d631982453ca_1630476222715_7608c558_6323_4a27_91b0_e5e6f7d8fef0.jpg,weeknd,tuff,mashup,Warren g,warren,starboy,smooth,Sex,regulate,Nate dogg
male,55-64,Nashville,Tennessee,United States,1,Sea of Love (1989),A fairly good 80s crime movie with a stellar cast.,http://www.imdb.com/title/tt0098273/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/96f430b5-934e-4f90-9438-222fe0c03c6c_1630476274656_b1d8d24d_943f_416e_9dfc_433a51f557d5.jpg,movie,throwback,thriller,serial,Sea,school,Pacino,Old,mystery,mysteries
male,25-34,San Diego,California,United States,2,Habit Burger,"One of the better quick casual burger chains out there. Tasty burgers, good fries. Chicken sandwich is pretty good too.",https://www.habitburger.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/e8b7617b-9446-42a8-a53f-97093a4f9331_1630477875722_605c69a5_51c0_47fd_9a28_711dbb4d87d5.jpg,shake,sandwich,restaurant,quick,milk,lunch,Habit,greasy,fries,Food
male,25-34,San Diego,California,United States,5,Don Diablo - Tonight (Out Now!),,https://soundcloud.com/dondiablo/don-diablo-tonight,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/acccee18-aba4-401e-af22-dd22490e89bf_1630476710666_f9695282_d4a5_493d_9cbf_b7a73f4b91e5.jpg,tracks,Tonight,soundcloud,sound,Out,Now,music,Don,Diablo,
male,25-34,San Diego,California,United States,1,Coinbase Wallet,Join the revolution,https://wallet.coinbase.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/930dfccf-e55c-43bc-afb2-c7e648dd30fd_1633118971790_3475419d_ecc8_444d_8d2c_219b6fe85ca9.png,download,cryptocurrency ,crypto,app,,,,,,
female,25-34,San Diego,California,United States,2,Menya Ultra Best Tonkotsu Ramen Japanese noodle soup in San ...,Delicious Ramen spot in Clairemont\nOffer take out and delivery\n,https://menya-ultra.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/85edf765-37df-4b0d-b716-b7214932ff70_1630475961197_1a832ac2_5ea7_4ad8_bbd5_e4022c76614d.jpg,tasty,san diego,ramen noodles,ramen,menya,Casual,asian cuisine,,,
male,18-24,San Diego,California,United States,3,The Squid and the Whale ,,https://en.wikipedia.org/wiki/The_Squid_and_the_Whale,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/cfc8c4b4-7233-4652-bf2d-16d0a36cd7f1_1630477401971_c53f5340_a775_4751_84ec_9d12f0c07767.jpg,dysfunctional family,Sad,emotional,offbeat,Wikipedia,Whale,weird,unique,touching,Squid
female,18-24,San Diego,California,United States,1,Green Eggs and Ham | Netflix Official Site,"I get that it’s designed for kids (and it’s a great kids show), but there’s enough smart humor to make it wildly entertaining for adults too. Great twist on a classic tale ",https://www.netflix.com/title/80057250,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/3f02f879-2aa4-46e5-b7be-c99fce3e1fca_1630474569622_11d98182_0abc_4610_9007_c0a598b9a4d7.jpg,Netflix,family,entertaining,cute,unique,smart,sarcastic,fresh twist,dr suess,animated
male,18-24,San Diego,California,United States,1,"The fabulous life of Snap CEO Evan Spiegel, one of the youngest billionaires in the world",Interesting and quick read. ,http://www.businessinsider.com/fabulous-life-and-career-of-snap-ceo-evan-spiegel?utm_source=facebook&utm_medium=cpc&utm_campaign=auddev-test260/#hes-a-licensed-helicopter-pilot-who-also-enjoys-flower-arranging-his-signature-shirt-is-a-james-perse-white-v-neck-which-retails-for-60-26,http://static1.businessinsider.com/image/586c015eee14b62b008b63de-1190-625/the-fabulous-life-of-snap-ceo-evan-spiegel-one-of-the-youngest-billionaires-in-the-world.jpg,youngest,world,venture,startups,spiegel’s,spiegel,Snapchat,Snap Inc,Snap,one
female,18-24,San Diego,California,United States,1,Hanna (2011) - IMDb,highly underrate and so good. a must watch when youre in the spy/action mood. ,https://www.imdb.com/title/tt0993842/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/0af8f787-6c00-4612-983d-8c99459e48e5_1630473563159_aee56fe4_5f78_4f63_85f2_d933da002755.jpg,twists and turns,thrillers,thriller,spy movies,spy movie,spy,secret agents,secret agent,movies,movie
male,25-34,San Diego,California,United States,1,Fyre Festival COMPLETE Disaster. VLOG of Chaos!,Can't believe this actually happened - watch this 10 minute VLOG if you don't have time for the entire Netflix film.,https://www.youtube.com/watch?v=17_x9ee11lc,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/305cdc38-5920-455d-86d3-a139131dff64_1630474299806_d3492d8b_7186_4a94_81f6_5453e82e163b.jpg,VLOG,unbelievable,Fyre,fraud,Festival,Disaster,Wild,Stupid,Scam,musicfestival
male,18-24,San Diego,California,United States,3,Trader Joe's,"Trader Joe's offers high quality food for a quality price. You can find healthy, organic foods here without breaking the bank.",https://www.traderjoes.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/dbc1af4d-b7d4-4cc0-a36d-60e0b69d2cc2_1630477631380_77c981cb_def1_4266_be2b_243a4e429e43.jpg,store,grocery,food,stores,organic,produce,market,healthy,Trader,Joe's
male,25-34,San Diego,California,United States,2,The Day You Became A Better Writer,,https://dilbertblog.typepad.com/the_dilbert_blog/2007/06/the_day_you_bec.html,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/58a4207f-5d48-4940-b933-db13e51f819f_1630475060887_2911a0a4_e8f9_4a59_90d7_7fed368f1bd9.png,writing,tools,powerful,entrepreneur,writer,storytelling,smart,self improvement,marketing,Life hacks
male,25-34,San Diego,California,United States,1,Justin Bieber - Holy ft. Chance The Rapper - YouTube,"Feels. Sure, cliche feels. But all feels are feels ",https://www.youtube.com/watch?v=pvPsJFRGleA,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/fe5c9eb3-0a41-470d-9ab0-1d13504b0d5a_1630478288188_82d7c3f2_8192_47d2_90a6_678ff9a3a0d1.jpg,laidback ,good lyrics,feels,chill,YouTube,smooth ,slow flow ,rap ,mood,lyrics
male,25-34,San Diego,California,United States,1,Love Sosa,Crazy he made this album at 16 years old,https://open.spotify.com/track/4IowQDUOzUvNtp72HMDcKO?si=7RYWtJrKQeGs_jk47cZ4Uw,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/359053de-1547-4f65-9bfd-915c5330ab84_1630474389649_43269082_1816_472c_aeba_f608b23cf682.jpg,,,,,,,,,,
male,25-34,San Diego,California,United States,5,Redman - Time 4 Sum Aksion,Hype song,https://www.youtube.com/watch?v=NiZMqVXVZgA,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/0fa5b326-f69d-41f3-93ec-c0661d8858f7_1630473654861_afceea76_57c0_4f3e_82a0_0a94786c399a.jpg,ERICK,VIDEOS,Uncut,Time,Sum,SQUAD,SERMON,REGGIE,Redman,RAP
male,25-34,San Diego,California,United States,3,Roddy Ricch - The Box,"Ehh-Err, the toughest ad lib in hip hop",https://www.youtube.com/watch?v=uLHqpjW3aDs,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/db1d48b2-80ce-4df4-9b34-1f15325a06ef_1630477618173_d1df81ef_227b_4dc9_80e8_29405287a8e7.jpg,singing rap,tough,smooth,Rap,hip hop,Fucc It Up,Roddy Ricch,Roddy,Ricch,Los Angeles
female,18-24,Levittown,New York,United States,1,Kylie x The Grinch Signed PR Box,Love all of Kylie's products and love this collab!,https://www.kyliecosmetics.com/collections/new/products/kylie-x-the-grinch-signed-pr-box?color=Kylie%20x%20The%20Grinch%20Signed%20PR%20Box,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/2de714cf-ed0e-4244-a370-0b9457129afd_1630474244183_f27146ab_b21c_453b_a7df_3f6e65c29545.jpg,Kylie,holiday,grinch,beauty,,,,,,
male,18-24,San Diego,California,United States,3,Trippie Redd - Me Likey,Big fan of trippie red recently. This song is a huge reason why. ,https://www.youtube.com/watch?v=fDayc0qBhu0,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/8711e509-a051-4094-bd52-dfac3258e99b_1630475983698_3002024b_ed9f_4924_8f6a_c325b7a40906.png,Ghetto,Likey,Banger,trippie redd me likey,trippie redd,Trippie,Trippe,Swaggy,Songs,Song
female,18-24,San Diego,California,United States,1,App: Open Table - Find your table for any occasion,Here’s the inside scoop on where to book last min reservations for restaurants all across San Diego. Quick & Easy!,https://www.opentable.com/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/e738d2e6-53d7-4058-9170-c430753a64cd_1630477849266_3208d466_c64d_4a2a_8369_2bc924159bf3.gif,San Diego,reservation,app,things to do in san diego,date night,your,things to do,table,Restaurants,Reservations app
male,25-34,Goodyear,Arizona,United States,2,Hereditary (2018) - IMDb,Need a scary movie? Hereditary is the best I’ve ever seen,https://m.imdb.com/title/tt7784604/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/d73048c3-deac-4450-afd4-a72abe8bcd25_1630477536161_6c2c9fcc_1347_445f_8192_03d629bc1b8a.jpg,thriller,scary,movies,movie night,terrifying,suspense,Summoning,stream movies,Really good,must watch
female,18-24,Los Angeles,California,United States,1,All About Matcha + Smoothie Bowls,"ok, i love matcha ice cream and stuff, and im so happy i found these smoothie bowls because they are so tasty! and healthy!",http://kblog.lunchboxbunch.com/2015/07/everything-about-matcha-green-tea.html,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/3466c525-de6b-4a58-b474-16d151074c97_1630474369704_add5437d_11af_4b39_8a47_97ee14c00f5c.png,wellness tips,wellness,vegan recipes,vegan,trendy,smoothies,smoothie bowls,smoothie bowl,Smoothie,recipes
male,25-34,San Diego,California,United States,6,GOAT Robot Leg Demonstrates Explosive Jumping,The GOAT Robot exhibits explosive omni-directional running and jumping using a 3-RSR leg topology and a direct-drive actuation scheme.,http://spectrum.ieee.org/automaton/robotics/robotics-hardware/goat-robot-leg-demonstrates-explosive-jumping,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/ee95f6d9-5ebd-4fad-8c35-62851f8e0aec_1630477985597_a6e8b0dd_4d63_4f2b_9ad4_362384eb0ccc.jpg,Robot,technology,tech,quadruped robots,locomotion,legged robots,Leg,Jumping,GOAT,Explosive
male,25-34,Boardman,Oregon,United States,1,Letting Go Of Perfectionism,Video goes into ways to improve yourself when getting new clients.  The Futur has the best videos for any creative professionals to improve their craft.,https://youtu.be/x6KzyyPswYM,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/c949542d-9dec-480b-8b53-124d50f319fd_1630477284735_04bfbeaf_3617_42a5_8b55_e22e1e7b6bb1.jpg,shift,School,progress,perfectionist,momentum,mindset,how,Futur,fine arts,analysis
male,18-24,Pasadena,California,United States,1,Golfland Sunsplash - Roseville,Golfland Sunsplash features a huge water park for hot summer days and two mini golf courses for year round fun.,https://www.golfland.com/roseville/plan-your-visit/prices/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/07771e0e-fa68-42dd-90f5-9b60bca2000a_1630473490148_02e37069_f2e8_4ac0_8095_1cad70b30102.jpg,Water,Park,fun,Tickets,summer,Roseville,Prices,Mini,hot,Golf
female,18-24,Long Beach,California,United States,1,Apple | AirPods 2,Latest hype on the air pods 2 release date,https://www.idownloadblog.com/2019/02/11/airpods-2-grip-coating/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/07be862f-cfcd-4b5d-be55-351c20944f9c_1630473493710_0ea577c2_451e_4c24_ba44_7a9ba58ec6cc.jpg,Headphones,AirPods,Technology,Apple,spring,new release,launch,Gift,Consumer Technology,Consumer tech
male,25-34,San Diego,California,United States,2,Buy AirPods with Charging Case,Forget all the memes... these are by far and away the most useful headphones I have ever purchased,https://www.apple.com/shop/product/MV7N2AM/A/airpods-with-charging-case,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/38723f7e-f9f4-4bde-b035-91c836ccb3cf_1630474450723_f02d7a10_e01f_4938_a594_0e9d81d376b0.jpg,pricey but worth it,headphones,useful,pricey,Charging,Case,cant live without,Buy,AirPods,
male,18-24,San Diego,California,United States,1,Ayesha & Steph Curry SLAM DUNK Fast Money! | Celebrity Family Feud,Curry's putting in work here - I think a couple of these questions were pretty easy though...,https://www.youtube.com/watch?v=XytJ0BchvS8&t=0s&list=PL1Cn0PuMhU-3wjpu5oC8rxK1Dz090b3wm&index=7,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/ad75272a-ff17-4b01-be0d-300fe8aa4c72_1630476726356_aebbc6a6_4b16_4113_8513_2a777b44a4a1.jpg,chef curry,Celebrity,steve harvey,Steph,SLAM,Money,game show bloopers,game show,game,funny videos
female,18-24,Old Town,Maine,United States,1,Little Fires Everywhere - Trailer (Official) • A Hulu Original,"This Hulu Original,  based on the Celeste Ng book is FANTASTIC. It's short though, binge carefully. ",https://www.youtube.com/watch?v=JWGkX8ClhBI,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/4405b77c-4157-4f7c-a0b1-5e0c03860bf4_1630474680658_bae41665_9e7d_4614_8b65_adbb31ac19e1.jpg,suspense,Reese Witherspoon,Kerry Washington,Hulu original content,hulu,drama,Book nerd,,,
female,18-24,San Diego,California,United States,1,ARIA - Bleu Chanel (NA-NO REMIX),White boy rap meets deep house and its bangin,https://soundcloud.com/nanoofficial1/aria-bleu-chanel-na-no-remix,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/ae273d15-27ea-4389-9a63-58b3e76a422b_1630476742660_2384a936_69e3_4490_bf0e_60c1c35140f6.jpg,Deep house,white boy rap,soundcloud,Dance,Rap,House,Bleu,white boy,REMIX,NA-NO
male,18-24,San Diego,California,United States,1,Kendrick Lamar & J Cole - Black Friday,,https://www.youtube.com/watch?v=okF5gOTX9uM,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/65377d44-cdb4-48c3-b923-cd255a6be94f_1630475302679_446ac756_e6af_4265_aa72_b97c430f9a1f.jpg,Lamar,Kendrick Lamar (Musical Artist,Kendrick,J. Cole (Musical Artist,J,Friday,Cole,Black,,
female,25-34,La Mesa,California,United States,1,It's Kind of a Funny Story (2010),An powerful and uplifting tale about a group of misfits finding purpose in one another.,http://www.imdb.com/title/tt0804497/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/97208495-0dcd-4894-905f-3afba5c932a1_1630476279190_cd6a3536_26a7_4293_8a61_a5ec4984aa67.jpg,powerful,movie,mental,illness,hospital,growing,emotional,uplifting,Story,school
male,25-34,San Diego,California,United States,2,Wordle - A daily word game,I’m lowkey obsessed with this game,https://www.powerlanguage.co.uk/wordle/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/9e07268b-9591-4973-80f7-01837b90dea4_1645176743707_ef4d1c66_1338_475b_b194_66071e2a6d1e.jpg,wordle,word games,word bubbles,Games,fun,brain teasers,brain power,brain exercises,Brain,
non-binary,25-34,Baltimore,Maryland,United States,1,The Great British Baking Show | Shows | PBS Food,"The Great British Baking Show is a charming, oddly soothing reality show competition featuring Paul Hollywood in which the contestants compete in a baking competition that requires creative and technical skills.",https://www.pbs.org/food/shows/great-british-baking-show/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/68311fce-4cec-443c-8b31-c38d9340b196_1630475363849_7526cc63_b012_4557_8c61_f1f2c48204d9.png,tv show,shows,reality tv show,reality tv,competition,baking,,,,
male,25-34,San Diego,California,United States,2,Why I Would Bet Against Bitcoin,My thoughts exactly on the matter. ,https://www.forbes.com/sites/modeledbehavior/2017/12/16/why-i-would-bet-against-bitcoin/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/0ac7f2ae-6e3b-440c-b29c-597d89ddf14f_1630473558644_6310d3f8_ef4c_46b1_b567_c69a9ad79c6f.jpg,cryptocurrency,Would,short,bubble,Bitcoin,Bet,Against,,,
male,18-24,Fredericksburg,Virginia,United States,1,Why Won't You Date Me? with Nicole Byer,A modern world woman in the comedy industry hilariously shares her dating life with guests. Guests include LGBTQ members and both the comedy and acting world.  ,https://headgum.com/why-wont-you-date-me-with-nicole-byer,https://i.headgum.com/https%3A%2F%2Fwww.omnycontent.com%2Fd%2Fprograms%2Faaea4e69-af51-495e-afc9-a9760146922b%2F8d1948b2-d518-4d89-8042-ac8e01760cf1%2Fimage.jpg%3Ft%3D1610578589%26size%3DLarge?q=75&auto=compress&fm=png&w=300&s=ecb9ffe6d8fd0eac889e2f85bcfb9d32,surprisingly deep,podcast,Nicole Byer,LGBTQ+,headgum,Funny,Dating,,,
female,18-24,Los Angeles,California,United States,1,Peppered Brie,"Vegan, rich and surprisingly simple. Vegan cheese doesn't need to be an oxymoron. ",https://www.vegetariantimes.com/recipes/peppered-brie/,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/5ba75638-ab0e-43bd-bd28-d7a06fd01a59_1630475116505_5b52a748_b91b_4770_941a_49e221570fd0.jpg,wine and cheese,vegan,truffle,snack,probiotic,miso,fermented,cashew,appetizer,
male,25-34,San Diego,California,United States,1,Vampire Academy ,Love these books! Better vampire story than twilight in my opinion. Re reading now :),https://www.amazon.com/Vampire-Academy-Box-Set-1-6/dp/1595147586,https://fantastic-item-background-images.s3.us-west-2.amazonaws.com/033a7311-d879-4d0c-bf49-499eb33093e4_1630473406648_d19f5177_77c0_4ba2_a862_276bbb8bbd2d.jpg,Vampire,Twilight,read,cbs all access,books!,books,book,,,
